X,Y,label
552817.5768464176,7072085.881599198,0
862608.55716592,6646385.853324018,0
316037.9376668237,6575107.084010117,0
105731.72791488297,6729111.316623095,0
2978.411927934212,6969166.65329998,0
823922.2572479515,6493080.727059887,0
817731.7327082404,6592215.081187796,0
304115.46571475425,6583006.486704722,0
336732.300940128,7070149.441571175,0
1026505.682315567,6421483.920587726,0
909407.3181600596,6191335.344393826,0
-26941.49276707697,7096265.663995905,0
378157.76535554935,6806653.7652935805,0
537390.2088473898,6797737.982397145,0
69980.40614813205,6562989.194363152,0
178319.0516444156,6638906.519157217,0
1015800.4991271005,6641668.723742676,0
716467.5389345336,6538426.760049973,0
764073.7378365551,7091205.652867692,0
797838.0572447862,6270525.11403686,0
901978.9264297355,6684015.768195602,0
996430.55441645,5970605.674404558,0
656036.297767404,6818108.269322161,0
292685.4712670825,7004935.066678277,0
275216.3573522844,6869396.446320817,0
349359.4761342252,6934084.624985609,0
865143.7473397746,7046963.691362878,0
540455.7261464619,6699773.736864315,0
1022777.7870918552,7090338.76088613,0
710123.7702457024,6987878.304919294,0
327374.5483147645,7083428.5770906005,0
881676.2263615103,6218834.778151031,0
1036680.66157257,6554848.869712299,0
214505.8566155737,6716869.763074625,0
261853.49609940517,6674442.00643362,0
-33132.92724270307,6789106.937551913,0
848769.8565565976,6673718.6360313045,0
742820.0015509762,7035372.475274827,0
767729.6457866633,6211043.828776896,0
1054375.3659244063,6255072.997249989,0
134621.48549435087,6849041.085562745,0
871983.5658938951,6812065.842501132,0
113079.3795754441,6699578.426750671,0
418130.6200418414,6616066.271579257,0
687055.1308536753,6853307.092854245,0
846652.2580906397,6208303.23624037,0
239092.26535511244,6674687.5038667,0
79096.36439209722,6979417.790344405,0
267853.2018720455,7106933.376814403,0
91388.7454714209,6708931.787349379,0
983089.4565194054,5803925.755211344,0
288419.4205810804,6579227.763828519,0
623873.3071738761,6952768.5946726855,0
505301.9747650218,6945547.595456005,0
423737.13116144226,6677862.213568939,0
183867.64415618253,7077209.831926978,0
326032.2064627194,6443396.162710139,0
930198.0026534538,6149439.900850799,0
710054.3646007288,6423145.97542338,0
442951.43738006696,6550469.018673077,0
863298.5754148774,6491582.62622114,0
463769.34910930286,6775232.793408077,0
562640.6884416377,6876633.436028962,0
185691.89384658303,7042647.436120336,0
185643.46112544043,6783443.355718143,0
993768.2422670168,6300545.354741291,0
989894.0799390946,5823067.968228174,0
391914.3182449934,6580233.983272314,0
865682.0155857616,6997815.772421652,0
529912.7261851939,6884576.706247678,0
392692.2323864034,7025651.935018239,0
404809.79947677616,6778847.443275708,0
-29705.705821557553,6752768.955444892,0
616141.761869067,6670972.637460979,0
935980.0763255375,5917116.585652415,0
923874.9320890916,6571796.985853513,0
666493.5212621086,6569474.862701309,0
805073.134050899,6823334.655841614,0
273780.9885084042,6853294.086474379,0
1030509.2704803743,5986390.8374538785,0
594500.0382895302,6442046.75871476,0
396750.4542433105,6467675.1053081965,0
677536.3159178187,6887061.0713131735,0
82290.33742736068,6989808.031563977,0
17465.72272294575,7050733.516027026,0
-74417.77594702823,6797488.28773416,0
154007.46150673844,6625974.390863366,0
519543.95929721044,6878535.10691384,0
852879.8889725935,6136592.22157204,0
-45530.27170028305,7085821.4287067745,0
209052.29432870704,6859762.861977379,0
316937.82357494603,6614100.006670626,0
-64798.32419165191,6846063.953579861,0
667887.5212556864,6557028.981430861,0
249218.15207864792,6897601.005896539,0
634063.037971961,6639550.900378803,0
630712.8679189746,6752434.234017644,0
858977.5016584664,6654838.954053655,0
768228.8567665514,6687191.302388824,0
691601.6534622097,7033133.784507139,0
914575.6139325829,6658927.231803403,0
813130.8938258077,7110500.229601042,0
77189.48058138837,7104434.342049554,0
1081983.1769950415,6884740.880407404,0
365387.80461807415,7062901.726246955,0
496578.64583916764,7048987.591541092,0
994876.7623400982,6233108.9618838765,0
279098.3567584031,6952642.727406202,0
1069955.6996753267,7095663.8500243025,0
60695.795863896405,6877303.247901885,0
417129.1485118825,6838524.5901946435,0
-79586.73670124308,6823795.893833516,0
860801.8456234031,6704310.190644408,0
1012422.3279323129,5896910.862203801,0
787047.8150498983,6531205.708460907,0
203600.18657851685,7102698.210224239,0
152784.50404241504,6936331.213882547,0
637456.4234442129,6911669.099337867,0
838828.949933234,6394970.803823811,0
462339.5509292175,6765452.096164911,0
969656.569837125,6424341.0642426,0
520100.91839834873,6273673.717477231,0
495173.28860131826,6760225.005420333,0
979955.7131046911,5978532.53650475,0
864320.7198043074,6091375.15371591,0
978469.6481048253,6642240.723713545,0
792380.347648354,6740134.469788397,0
898080.3482833502,6078837.223291831,0
783509.752299963,6325243.441306028,0
750385.9603164092,6178691.205662614,0
444329.82082124986,6655492.911958733,0
1005503.2282123659,6146147.2869203305,0
171441.19743744587,6592417.647609578,0
143862.32784781573,6967800.155987122,0
589354.7419589388,6732913.722581962,0
771062.0514572478,6676786.387650924,0
434572.68232571124,6637446.960846031,0
-42227.97469532688,6641531.796723244,0
390609.50989995396,6479589.547710327,0
219550.02204395068,6829679.721256512,0
1000848.4641091833,6835110.270660473,0
794725.1502026034,6977853.006723159,0
107223.54818451274,6794393.8461978175,0
886363.939955519,6251759.004420306,0
758901.0667100147,6847780.080152586,0
856665.4486623467,6137635.162520802,0
478232.67107015767,6414840.89263708,0
432825.9928238876,6439028.685657304,0
590956.0157758261,7013325.114619648,0
694808.530941228,6614841.595382668,0
1008446.4890040688,6480746.925948455,0
689994.6745106507,6950920.152959605,0
356834.1429384683,6953437.593602341,0
291496.8621311821,6704093.14680008,0
279078.19830889505,6532060.530583999,0
-75774.37560837285,6968481.707328278,0
556018.2931938653,6470237.8120121155,0
381024.88115284295,6773961.131993711,0
389608.5468970453,6698230.117542954,0
1001270.9990042071,6253288.6842585895,0
507600.5623937956,6954203.865016539,0
739215.8421177542,6500523.2713999525,0
984100.365442245,7014629.22490721,0
456407.68740716565,7122240.833606419,0
1027539.1332750553,6149028.801050091,0
-49158.85969109554,6543523.209210113,0
-24976.357434738675,6865114.180190484,0
966992.7781538367,6404992.481711723,0
576305.6452977861,6263454.647075168,0
820868.5267908297,6371526.992564357,0
868592.4701002815,6675546.061730247,0
395397.56386611884,6743545.966625876,0
598562.0989588406,7104668.17310692,0
352278.3784052402,7077726.347910132,0
942505.0996098549,7091677.627254152,0
457264.02574445365,6629157.361623307,0
795209.3261734691,7113391.371035029,0
235369.97521719866,6805323.660885447,0
90760.41994807209,6739954.831911964,0
113092.2912455101,6835978.767254216,0
892765.3034418205,6119864.871403824,0
639193.9123936247,6312658.49184431,0
578674.8752156141,6862928.886489654,0
867146.6710493113,6392448.348153041,0
535807.4584797692,6354071.584490936,0
606199.4886594207,6929472.361518333,0
1001750.8109204429,5783580.837699978,0
-2393.4175253225985,6636288.989832693,0
925634.7307572867,6737731.697754927,0
453200.9601695164,7099359.065179933,0
918607.0800607387,6482029.829409239,0
782851.8882346412,6804281.126873359,0
861523.990590456,6603741.540680328,0
915578.8464639235,6291629.740440537,0
615329.866027792,6667208.66728903,0
665062.8806682491,6885150.882248211,0
287735.3433593387,7044064.394583037,0
1062918.3983758464,6806782.587806657,0
-60080.9285371833,6618654.2695896095,0
41883.41502851661,7050212.038085941,0
770698.7950876283,6974999.840594301,0
1040582.6222992186,6639633.177548385,0
1001792.7640931031,6782958.767201851,0
-78427.99657613497,6888490.864671014,0
784309.6512146692,7040244.983837416,0
113883.34612919597,6838363.679531207,0
529681.7354615828,6236062.9885221375,0
1034076.8209440229,6250862.060444467,0
252410.30036506336,6690595.618901124,0
1044897.743012494,6190746.887354877,0
654245.4181960436,6871324.176627605,0
280875.8482105821,6731344.514827283,0
520650.3283628706,6643830.379246256,0
1046312.5858609462,6913179.427466552,0
901868.9335548796,6358184.012629907,0
941953.1824938263,5907236.950538924,0
168165.68612788065,6838245.22188963,0
16248.74931956848,6816374.837350672,0
844106.9881838516,6417796.973073848,0
884531.7746163349,6715713.210246487,0
927759.0696518755,6010812.563836855,0
788416.9280308604,6525792.265327036,0
657288.7471294492,6610099.366226557,0
1002965.1466584555,6240938.902067491,0
59587.52659570603,7015628.421663169,0
108905.60615260087,6717783.060800131,0
-34716.40182190144,6633988.97381296,0
965411.6885270551,6677540.375777382,0
911354.9435154147,6303093.7681993265,0
813713.3775176627,6286604.517950819,0
843933.8044695243,6450090.715760937,0
379924.0443260793,6920134.817467718,0
971147.7825486825,6039360.155808552,0
897049.8233251178,6816452.167438613,0
1027619.7404423563,6286818.638486017,0
578712.5404778398,6444837.021938446,0
764058.4297318271,6524301.453156873,0
524182.95386759914,6302670.16541687,0
441291.5618775692,6831408.5189158525,0
529243.1934800976,6360722.92085379,0
1039349.8537280059,6091355.191308672,0
549015.5305915502,6882309.261614971,0
434892.90445513616,6742363.137333454,0
975033.0746037406,6085329.694101046,0
794480.5079105529,6455950.7419375405,0
1098252.7871659554,7075602.429533463,0
313957.8132193417,6643362.752238741,0
1003233.7616579405,5881962.6625198135,0
85881.13960976471,6563895.897477919,0
248472.70791171264,6631588.045986287,0
123825.14204912732,6545361.259720578,0
758331.233557823,6429849.952491093,0
793551.8404298043,6964795.426651945,0
1038692.0708228829,6539712.784734305,0
886017.9910683067,7052858.183327339,0
778358.7171423997,6547581.830729527,0
1004548.8227435162,5773425.695244367,0
1006568.2207475537,7108033.3739989735,0
-46452.438025980344,7016152.584864256,0
884359.1538914649,6105694.999547317,0
603704.3907498429,6732666.643669258,0
796710.813897547,6492627.956341758,0
785696.72430184,6822148.411557557,0
805000.9639401678,6560703.920897287,0
465839.021831422,6664279.937392368,0
528087.1650545803,6381298.817148369,0
1057.1146430521767,6787535.044680884,0
560871.5951725799,6272957.549106295,0
1005661.1263806813,5887664.603105773,0
825878.0612378522,6390184.120082256,0
667975.1136153686,6399372.211190362,0
83967.80041541945,6635200.39697451,0
228892.40410538402,6834936.782232784,0
820695.6516522109,6297683.478967103,0
342132.5150170673,6491109.036637422,0
69422.2805906584,7072324.17974995,0
459819.06472890906,6722585.25361415,0
909755.9783687545,6447033.243784064,0
944378.2857032163,6624559.887413467,0
71027.77317997429,6951597.466269638,0
1015860.6364166893,6227884.258564508,0
701177.8442101452,6596301.710812473,0
1008897.0124892462,6869897.073997617,0
629924.6622107964,6315697.626268915,0
479993.2994474472,6873231.194155656,0
500403.54909428605,6614303.369313233,0
-22443.589143596284,6853846.7202257775,0
445761.09986589977,6845264.914062275,0
-59707.646445268074,7090416.154065275,0
538252.7812386208,6338397.622583356,0
858779.1338963115,6673803.108277665,0
903385.295154132,6686830.335640143,0
948775.8651917859,5843382.767867049,0
536746.5890559669,6708821.520990838,0
779120.2541235079,6925191.821164096,0
208138.82681242254,6804013.149172282,0
404391.999945846,6742801.1731427815,0
116511.47525499153,7029425.305554422,0
799597.3754557561,6291324.576341042,0
827517.740570788,6357356.113561581,0
667180.8115645489,6382432.10147926,0
120194.81211760489,7010591.750740413,0
730134.6230001277,7094769.79876074,0
225050.33828044945,6976826.944869654,0
816578.6929528846,6316592.024716009,0
568685.4536205875,6385281.774325328,0
48573.39453460413,6916455.263416302,0
68352.60277393996,7073921.04212505,0
496238.0688819804,7106614.681235749,0
679824.8266448053,6530889.051529996,0
359599.46781847026,6508300.830145627,0
-21354.99065281186,6647650.174755711,0
354156.6400953218,6909220.842169782,0
942897.4404749987,6155015.133418469,0
160791.5092246904,6730526.326390309,0
560742.7095329902,6188172.518204035,0
660315.1354505238,6676902.892925893,0
939966.9247259604,6119504.72001053,0
931535.949370798,6567609.217209075,0
908707.7850771783,6825320.385276496,0
-19486.213598045288,6703715.942815364,0
70621.3455788201,6743418.183227571,0
1003865.0767354716,5936565.469884839,0
535712.7176990092,6501306.060441149,0
-59587.48414090731,7029512.461638547,0
608114.3577312438,6823873.772638829,0
1003362.15517606,6095398.367978863,0
495083.77885845024,6979515.647120685,0
70384.39184607126,6647399.847736014,0
471542.62574475596,6552245.705371938,0
204096.98166019947,6693180.299758527,0
480516.50114698743,6371850.682699534,0
515614.8464258346,7049887.753342692,0
360822.7943922049,7094337.266661783,0
1042032.7265576988,6824028.087640507,0
-53223.32306355376,6869546.7876205975,0
551919.14862274,6308420.009037034,0
1071926.8734169505,6769134.417248912,0
-24827.177313264227,6729831.920573147,0
404883.10553900595,6839695.882712054,0
1006940.0481171492,6356443.53307458,0
430564.75275474275,6373589.356512211,0
652587.903779294,6575680.986312756,0
412218.88495209295,6581828.864758033,0
808173.336244559,6242483.218894346,0
576932.2359179935,6178634.137778801,0
737191.8973775798,6897936.397288766,0
674030.9303545656,7067939.730486851,0
578795.3694554297,6882626.119963884,0
887814.3618022542,6859471.772431412,0
843976.4997774432,6825101.052600603,0
1065695.1235696266,6646794.811582229,0
289200.3729853702,6902136.634455403,0
888250.8047276938,7111171.831281881,0
190849.3758654832,6922506.843309677,0
95465.53164816188,6957091.786859017,0
1054793.2877898861,6803579.950903929,0
257497.28391120106,6864848.697275882,0
1085490.5485740688,6914864.420914747,0
188224.73516122747,7007433.759197704,0
1036783.3997070782,6864697.415541982,0
998474.0402770727,5848626.293986221,0
771430.5359560862,6762565.155782762,0
796503.2198894472,6748786.000289082,0
918350.1915447221,6780769.383975128,0
982297.8998755673,6779455.974670917,0
485501.55259758513,6723929.976696511,0
-19702.323619375224,6758007.999907253,0
255090.2388272729,6882547.992781246,0
752158.5657839956,6427909.18919398,0
754592.3828374376,6941411.556793082,0
697512.4475145746,7120748.449036529,0
855915.2775399729,7061636.684262591,0
901169.8097220992,6441282.653784678,0
806878.3558305086,6596548.97176302,0
1034827.5116227616,6050817.831022045,0
666242.5020085352,7112834.134892235,0
489449.4758929241,6423255.5533772195,0
979854.3777873542,6232951.240197419,0
402562.8395220884,6622176.5084690135,0
767434.3538635717,7050176.735498106,0
945643.4614585652,5965323.442291845,0
570860.4037129821,6873192.838946303,0
544499.1518777689,6843518.811131746,0
186706.55240674585,7106474.469264407,0
647981.0935348405,6347556.382828083,0
1005063.9450554154,6976230.615269079,0
543789.4792266116,7012116.979802778,0
45592.671445442626,6524766.058974532,0
245882.74740751472,6558705.349148678,0
874963.6073543546,6393977.274608327,0
608736.1594897958,6468112.1352945175,0
964472.9482886661,6853311.289034196,0
12431.712584704626,6714522.656796748,0
605360.2148360943,6330165.801717304,0
796742.660199569,6280371.233329001,0
360601.82278936444,6540574.331987541,0
927279.3419101484,6969321.134667761,0
148903.6318344976,6558918.221664672,0
502268.4428019873,6779166.356745736,0
852842.1699966304,6452497.519616506,0
281319.1473340744,6473790.012411596,0
-1994.0374634560576,6965555.922857051,0
655022.6874153188,6321612.37937956,0
954823.1081536305,7016445.879306895,0
266299.71196322545,6977221.078198948,0
776107.6858922496,6419383.229206571,0
501187.2153827398,7084303.90010893,0
845753.007380623,6745262.633459279,0
735645.4698270474,6342757.714331347,0
948019.5213753344,6107135.187906257,0
466955.95699752425,6867207.039746163,0
720816.1393872596,6503411.1690384615,0
197827.64917988662,6982772.358161332,0
918830.7035581316,6004393.718390963,0
950132.6255701305,7044823.413866845,0
960539.2554150114,6456543.144774062,0
440055.15281193017,6914414.477470719,0
806405.5328106729,6513017.444291343,0
969000.9760260659,6993320.034396435,0
421423.3488392523,6731456.648081184,0
896127.7549622337,6445453.789390017,0
229727.01730275422,7118399.524149315,0
848031.645491185,6482630.260732111,0
828251.146687906,7050657.360492749,0
237392.16870206012,7085027.485172378,0
857402.5316926026,7016343.644555057,0
742811.4669067794,6842272.159212495,0
617793.0596627109,6508943.461605768,0
733309.3967599428,6411408.821838158,0
973761.7652481373,6741087.567384097,0
220130.1443996881,7086315.679022875,0
173286.95901947172,7009309.656641977,0
802834.936785514,6416020.409458701,0
735055.8520819515,6947691.376500758,0
243180.95064337447,6999937.541313848,0
775133.2118772394,6384984.454291589,0
946323.5016902285,5921868.303201617,0
120653.93703097565,6982352.648635156,0
682350.9275011934,7120836.965042589,0
631577.1876208876,6302272.0127598895,0
782350.008017046,6797067.3021827685,0
400730.0340536636,7084577.604781028,0
767184.7459607504,7108990.415317758,0
173712.27846525685,7103660.706904473,0
866285.3198649551,7016777.276088643,0
1052562.5218394296,6407072.935131829,0
878498.6367652755,6275243.438684197,0
793175.9617403392,6511351.742094908,0
818708.5279808021,6252968.048099202,0
840365.7094454407,6712090.065783935,0
488070.20852485206,6835725.935647231,0
507009.75894909434,6502197.297837461,0
475059.60755346075,6613862.385266159,0
802780.9054582013,6951043.865585925,0
724234.7987957534,6652173.5828048885,0
497882.4058416124,6707343.198402187,0
426076.98892572045,6981647.12125322,0
107040.75981699678,6557625.507956842,0
-66567.41568470458,6767470.216537035,0
153713.85872886018,6554538.149104256,0
14980.410420390603,7013539.571425706,0
878050.6395277019,6771844.959741114,0
517573.31169245485,6469388.282753751,0
979372.2442661759,6396833.562424885,0
118140.39244937204,6525991.180333421,0
651004.9518309609,6756108.66015913,0
912857.0002533824,6854316.161257798,0
647829.2660616249,6901553.192960066,0
52870.67685345712,7111544.7805772675,0
-25718.49454667697,6546727.715546724,0
579471.1623750272,6653212.334023178,0
1007679.6512354086,6055025.530940768,0
539369.4463183813,6475713.380729919,0
619597.706074022,6696167.646128334,0
703399.5488074528,6696924.04545201,0
583224.2020206217,7060896.034480469,0
399580.8727991844,6995266.292166129,0
61144.41816197673,7082101.018823877,0
1010493.8106307932,6897811.335391208,0
901716.3321758254,6953866.448871123,0
1076069.8679408084,6742758.146245702,0
786335.5735291418,6561111.005258664,0
454295.99645602365,6599628.353167814,0
633078.9224147706,6484704.904991011,0
1052474.837752077,6768783.033133237,0
483843.769478332,6431751.61103366,0
593138.5766041917,7016519.593717732,0
866883.8210443214,6368510.547025822,0
867269.136946031,6709621.038348698,0
400556.11446649017,6719752.273092117,0
63752.72826600104,6574467.875798162,0
725122.7972901808,6056422.855173126,0
982238.359895671,6752094.2765755635,0
926830.577995328,6926937.239225568,0
737195.5257743585,6698154.020720218,0
119221.63095709379,6517160.907015275,0
263999.538983502,6644878.8597040735,0
189.62545428336307,6764642.782642685,0
-1210.5479934014438,6970956.421607357,0
482823.6418159071,7090476.620026827,0
498875.41349745356,6287110.196248052,0
448481.3196584177,6559420.005619469,0
705382.7966338072,6339958.057938915,0
980170.8339803158,6768028.7698096065,0
398816.91786546283,6470314.924943458,0
597370.7686836876,6702452.821018452,0
764010.3458689998,6874057.613354295,0
241400.88751963468,6952818.158554973,0
870542.1055859061,6515177.50873483,0
543465.8377206377,6672968.990799428,0
1005585.7899295927,7032308.365591755,0
788876.1345058099,6278085.335292332,0
684360.8958173792,7054589.344653015,0
565058.5494355343,6450713.17760377,0
583823.8780082727,6703238.758456545,0
466071.01380725985,6889282.165474621,0
897435.02593483,6531066.794697577,0
797883.7829013239,6498914.346356874,0
740691.8302431706,6416520.550152625,0
61891.62141281011,6514825.663327456,0
746175.4094512739,6835037.058980366,0
1057180.098169684,7092172.131878046,0
952920.1190371215,6258167.651032707,0
794849.1863574418,6390676.025504625,0
490181.74342489627,6956901.542263037,0
1044792.0405235142,6301551.38708113,0
1001667.4755984079,6715209.15424675,0
1013310.2000741488,6056263.138423704,0
557039.9158801808,6876223.230945917,0
697979.8812907748,7013923.371472788,0
401725.808209449,7100148.417803425,0
804052.632434283,6364567.801377542,0
359014.7330695114,6719417.054444995,0
683523.2978449822,6280156.8877530545,0
859626.0998217439,6704859.836611218,0
780981.8870698039,6678533.642997735,0
122195.45499767104,6811700.634353207,0
207696.03863106028,6600066.7017666735,0
1032723.814819593,6383804.409599014,0
607697.5475037963,6501224.218377439,0
558444.9122680043,7120616.719115075,0
1017276.8635942491,6979386.043486679,0
1026107.6862447378,6238043.171342185,0
956171.5752414598,7113239.754672453,0
204962.42036330258,6542458.142786277,0
315292.77125659666,6563715.941789514,0
226930.53996340168,7103651.326096776,0
391952.5440562149,6986659.560543302,0
926054.3877917246,6773531.044735767,0
1044506.9558601596,6620372.986391641,0
-75001.65523620609,7013844.0638848385,0
904154.8819204074,6289129.901629229,0
395390.6746285527,6884822.121804489,0
377827.8464615006,7011981.692705744,0
679794.7298789469,6514789.258855715,0
-28625.704539352722,6667920.229415053,0
808480.8903441463,6490833.306826176,0
597039.9910555579,6518459.633984506,0
871572.2431745591,6103380.896976817,0
836516.3262642969,6720237.400379338,0
696106.378745895,6984659.916945012,0
684674.0280049114,6616927.18222344,0
1046793.5558136322,7052821.115866983,0
1048073.9698750414,6570277.844414108,0
742512.6142235512,6459542.742452953,0
50695.28816044654,7099048.812960299,0
509872.6887676737,6824603.110317996,0
1066847.3101612423,6563780.0339747965,0
20984.412230974252,7025241.894863366,0
861888.9631947691,6473064.9087534025,0
560228.9106396164,6575409.096596692,0
617713.5350300382,6828730.91813867,0
58473.56806012904,6866877.959651003,0
700463.6350518723,6912721.171750538,0
-61327.134298403864,6638598.744156251,0
1041319.0654771631,6322004.6117852405,0
632924.1315733164,6479653.852163678,0
44117.71994162965,6674682.571273671,0
810216.3791691536,6645633.189482652,0
-36217.47020320329,6525348.963954092,0
923670.8535445794,6072615.987775151,0
632137.5234873536,7109177.437538065,0
828614.8712097413,6564688.5913489405,0
186302.72709553415,6518340.249009586,0
370459.8256963518,7055613.9650610015,0
896567.7676051859,6548901.470895008,0
671038.1349284161,7099348.623660285,0
779584.9887619936,6917431.686320957,0
859598.1660743664,6064046.136285874,0
365025.3448706792,6988813.90245766,0
431667.6611577886,6700660.843893016,0
566904.0379843533,6566700.109815843,0
1006626.6080653635,6539329.787823923,0
850908.5029444027,6201902.08792189,0
937061.7458587136,6543263.785616578,0
888675.9614260546,6171645.981436917,0
999712.9155157066,5807019.682726151,0
26853.53667118831,6548397.749752242,0
400062.33935933316,7011248.6496285265,0
428685.2158283866,6945692.828646125,0
251823.6449263543,6713366.174569291,0
419994.1333434329,6346426.230068829,0
964411.318567994,6225595.968934711,0
1077803.1645551883,6891790.768210737,0
413808.1394882378,6768567.702394718,0
432239.9964194988,6907830.923453879,0
631082.2921971154,7093395.679970888,0
140382.75192836404,6796634.228927357,0
352209.32783003146,6493625.554378571,0
958095.0549429446,7071040.768328336,0
-18411.033675533356,7007689.831928434,0
507090.27133306453,6754480.478471246,0
391131.75896741636,6529061.555631254,0
940138.7176475237,6758831.328087069,0
384555.350453572,7035155.56771021,0
407214.3254527957,6526512.488498401,0
279447.79313152307,6481090.589443911,0
1071478.6151979754,6655209.854416848,0
849794.7938423584,6785310.589389153,0
815176.3532080476,6695883.393626862,0
226300.96625940432,6969836.331601965,0
55444.07926869497,6882900.476577696,0
197461.1725925901,6752390.531974202,0
1029740.3831177794,6463399.128794968,0
983030.0494859165,6839104.580446155,0
35109.13741010602,6519665.72873848,0
948123.8613871022,6884276.106095392,0
641462.303335789,7040031.654750347,0
1069579.3413896204,6850228.30945334,0
935633.83096953,6155173.328749455,0
563423.2764561062,6172598.886476919,0
66412.7092016807,6992976.8319510985,0
88673.43491621994,6563332.998355355,0
828633.0092908681,6650584.383894197,0
473924.18672329956,6732887.053155135,0
590029.9639922164,6990666.7715489715,0
131447.55554024634,6599762.059398138,0
848674.3911590518,6071123.364078065,0
924416.1463462971,7051927.668630455,0
1028897.6052546925,7011991.837574729,0
65232.14710466977,6531537.031833672,0
604901.5267281941,6852564.793859197,0
1026380.9510933596,6524155.322396066,0
47518.141335557506,6644013.903261716,0
-9649.39210300114,6690314.832505604,0
203097.62761096522,6931657.692762087,0
472889.839343188,6601490.720374985,0
628314.2184449116,6356988.719990456,0
57102.93960597439,6593381.336810152,0
553361.2880442523,6959463.735149981,0
487952.1553307035,6747244.109439863,0
901919.5176598439,6663623.531093907,0
-2776.3967458377883,6789180.493140715,0
637158.1960237297,6851522.975626756,0
883294.0514680864,6872403.738329777,0
1025787.704074458,6886225.70924348,0
127272.53178847904,6845651.808653882,0
876242.5042691004,6984932.017497303,0
1000229.0396579569,6461022.2350948425,0
296135.203559705,6781530.74139787,0
929172.5017083086,6489516.886176764,0
771997.3067814391,6245296.024533134,0
950501.780513098,6767727.849620342,0
741617.6747786284,6763301.132653108,0
873980.8019997693,6062371.4594422635,0
31497.59231258434,7105479.41411523,0
364392.6157239828,6989363.568680368,0
115147.64196753068,7026430.545950622,0
410163.1332991349,7024775.495389579,0
491929.49076830293,6752497.409333244,0
835638.8743570949,6134022.642050762,0
147547.92621516454,6905705.309714152,0
769641.2782894721,6575201.481874126,0
643118.358322796,6946040.29496745,0
323423.47493559367,6856855.9119292805,0
796516.6400996897,6659107.292004538,0
42129.42264007841,6530434.373616927,0
516072.14795716957,6676259.277520349,0
944462.289575649,5931429.947834728,0
149370.07875764536,7091398.240337705,0
858963.2288363071,6173915.002569331,0
264870.54965593264,6937495.807536627,0
900413.5250096006,6700099.229860756,0
458722.6341339828,7100245.246327924,0
971601.5753476212,6698172.969396094,0
308435.27945314016,7082127.705615543,0
843077.4571585376,6385072.060392471,0
945909.4252227404,6398958.264243163,0
226869.50850626733,6877207.872666302,0
743477.8880644633,6488414.016516466,0
221936.95761527453,6508027.13339918,0
808808.1527380578,7010376.508183649,0
666228.1778901967,6429163.307542701,0
344112.4250131533,6617965.986626442,0
584389.5478306207,6803651.334142188,0
177871.17332822713,7001950.27215051,0
664120.2703971287,6465815.937247871,0
997910.5811651042,6743191.374504482,0
571815.8597584913,6161035.5761982445,0
791689.3347322968,6708233.308080241,0
802532.3253462404,7083558.930706525,0
825043.6066429135,6429894.293788841,0
107345.64950443865,6776714.347383498,0
886391.2097446464,6249882.345294767,0
42322.47202554962,7095065.170975505,0
1067110.0001681973,6544770.32641836,0
907463.2963471034,6170524.67556635,0
253666.74213515705,6969128.588863872,0
569691.8169130179,6744518.940823603,0
862283.7255835093,6848017.0227014525,0
880349.8206648475,6824582.627741139,0
910881.0533606076,6128527.34595519,0
