AlOH_group_composition_grayscale_mean,AlOH_group_composition_grayscale_std,AlOH_group_composition_grayscale_dissimilarity,AlOH_group_composition_grayscale_correlation,AlOH_group_content_grayscale_mean,AlOH_group_content_grayscale_std,AlOH_group_content_grayscale_dissimilarity,AlOH_group_content_grayscale_correlation,FeOH_group_content_grayscale_mean,FeOH_group_content_grayscale_std,FeOH_group_content_grayscale_dissimilarity,FeOH_group_content_grayscale_correlation,Ferric_oxide_composition_grayscale_mean,Ferric_oxide_composition_grayscale_std,Ferric_oxide_composition_grayscale_dissimilarity,Ferric_oxide_composition_grayscale_correlation,Ferric_oxide_content_grayscale_mean,Ferric_oxide_content_grayscale_std,Ferric_oxide_content_grayscale_dissimilarity,Ferric_oxide_content_grayscale_correlation,Ferrous_iron_content_in_MgOH_grayscale_mean,Ferrous_iron_content_in_MgOH_grayscale_std,Ferrous_iron_content_in_MgOH_grayscale_dissimilarity,Ferrous_iron_content_in_MgOH_grayscale_correlation,Ferrous_iron_index_grayscale_mean,Ferrous_iron_index_grayscale_std,Ferrous_iron_index_grayscale_dissimilarity,Ferrous_iron_index_grayscale_correlation,Green_vegetation_content_grayscale_mean,Green_vegetation_content_grayscale_std,Green_vegetation_content_grayscale_dissimilarity,Green_vegetation_content_grayscale_correlation,Kaolin_group_index_grayscale_mean,Kaolin_group_index_grayscale_std,Kaolin_group_index_grayscale_dissimilarity,Kaolin_group_index_grayscale_correlation,MgOH_group_composition_grayscale_mean,MgOH_group_composition_grayscale_std,MgOH_group_composition_grayscale_dissimilarity,MgOH_group_composition_grayscale_correlation,MgOH_group_content_grayscale_mean,MgOH_group_content_grayscale_std,MgOH_group_content_grayscale_dissimilarity,MgOH_group_content_grayscale_correlation,Opaque_index_grayscale_mean,Opaque_index_grayscale_std,Opaque_index_grayscale_dissimilarity,Opaque_index_grayscale_correlation,Quartz_index_grayscale_mean,Quartz_index_grayscale_std,Quartz_index_grayscale_dissimilarity,Quartz_index_grayscale_correlation,Silica_index_grayscale_mean,Silica_index_grayscale_std,Silica_index_grayscale_dissimilarity,Silica_index_grayscale_correlation
105.4000015,65.0249176,58.29040166,0.104414434,54.79999924,26.47564888,32.0546087,0.115818726,27.79999924,30.38025665,39.22136646,0.193459643,104,3.162277699,24.65904762,0.595068852,103.4000015,14.81350708,28.59565217,0.603258944,91.80000305,23.07726097,50.83349068,0.312625686,115.8000031,9.325234413,22.90160663,0.444248926,1,0,2.95242236,0.276742323,53.20000076,20.37056732,36.01018634,0.132012989,110.1999969,25.72469521,60.43855072,0.224489491,71.80000305,15.8164463,32.39046791,0.313440191,1,0,9.682062112,0.828809363,79.80000305,32.39382553,41.03146509,0.250715012,53.20000076,11.39122391,24.27751305,0.179817436
41.40000153,50.3332901,37.00784711,0.099370818,32.59999847,21.90525055,48.75648436,0.139860633,3.400000095,3.826225281,9.952670323,0.165091044,1.200000048,0.979795873,42.24717982,0.427808103,66.40000153,5.885575771,22.71080974,0.582250442,3.400000095,2.332380772,11.24096306,0.179197805,108.8000031,19.34321594,29.85458558,0.465855858,2.200000048,3.12409997,24.99892957,0.545826838,1.799999952,1.46969378,11.0937536,0.177852844,0.600000024,1.200000048,4.506439076,0.174514809,4,2.280350924,11.45405365,0.193852807,2,0,33.10417799,0.556486627,0.600000024,0.489897966,21.66277473,0.178206728,55,4.560701847,27.39644383,0.489771895
19.20000076,20.65332985,34.53541434,0.040312358,73,21.11871147,32.76274826,0.035278525,2.400000095,1.199999928,8.317502787,0.076451385,31.39999962,59.30463409,76.48964037,0.272663493,68.19999695,7.652450562,18.97233577,0.272786883,13.80000019,22.13052177,33.10900533,0.143809638,100.8000031,8.280097008,27.55233494,0.425222403,1,1.264911056,21.1095999,0.210159175,26,46.03042603,41.80740741,0.190901238,25.60000038,45.71476746,44.84102564,0.209246264,17.20000076,27.32324982,27.07931789,0.31281154,1.600000024,0.800000012,16.35124489,0.649701676,23,28,38.88392857,0.17054479,76,17.53852844,29.99303874,0.382608803
183,14.17039204,41.35706832,0.69910465,64.80000305,7.520637989,17.86453002,0.561506652,54.59999847,29.25474358,33.28994617,0.254189657,50.59999847,26.90427589,56.69467495,0.295862504,60.20000076,2.481934786,16.37855901,0.738829045,121,58.68901062,56.33821118,0.512238641,165.1999969,15.45833111,34.96624431,0.73125729,1,0,1.638699793,0.055283405,22.20000076,26.17174149,28.65857557,0.213935746,62.20000076,35.33496857,49.76137474,0.278760202,85,40.53640366,35.36196273,0.354067681,1,0,5.862360248,0.947314651,133.3999939,48.84506226,47.48206719,0.453737375,106.5999985,18.3586483,25.81431598,0.675778233
112.4000015,55.74441528,71.84459627,0.126776048,75.80000305,52.1359787,31.95213251,0.189122613,3.400000095,3.382307053,25.89928778,0.299663784,59.79999924,48.11818695,63.13614907,0.375244483,59.59999847,12.00999546,23.99701863,0.509815813,22,37.55529404,37.46239337,0.394637556,110.1999969,15.24991798,23.43932919,0.471353359,12,14.38054276,17.67085714,0.556997475,16.79999924,27.73733902,22.86942443,0.320844073,20.79999924,39.11214828,21.73605797,0.233851318,12.39999962,16.4268055,29.08015735,0.33993366,1,0,11.29562733,0.544800218,29.20000076,28.9648056,33.28250916,0.155829809,2,2.097617626,50.65262515,0.444412067
23,38.05259705,28.7656646,0.061687707,17.20000076,24.0865097,21.18605383,0.095714751,1,0,0.464008282,0.011437664,67.40000153,53.80185699,59.62419876,0.230153411,46.79999924,35.6393013,48.74749482,0.232048199,0,0,0.496347826,0.045072396,39.79999924,30.51163673,53.68553209,0.243845731,62.59999847,9.971961021,36.89803727,0.146317431,1,0,0.447585921,0.013365642,0,0,0.379146998,0.015620466,1,0,0.883933747,0.022111943,0.600000024,0.489897937,16.41258799,0.188265218,12.80000019,16.98705292,33.73103396,0.107255456,46.40000153,3.773592472,44.8348839,0.552243608
136.1999969,36.14083481,45.97208282,0.126691501,65.19999695,5.912698269,16.34187992,0.129649347,2.799999952,1.326649904,22.39836853,0.090483026,96.80000305,3.370459795,42.41090683,0.18432062,63.59999847,6.280127525,27.82698137,0.212453351,155.1999969,21.6185112,61.0370766,0.18780455,92.40000153,2.653299809,15.32240994,0.234190711,0.800000012,1.166190386,2.585863354,0.064423448,26.60000038,22.69449425,44.02320497,0.11451337,149,35.21363449,73.48297308,0.093147594,62,7.26636076,31.1980207,0.161825193,0,0,0.44900207,0.215900305,67,24.68197823,46.29517705,0.106770576,85.59999847,7.761443138,28.09188034,0.165948109
49.20000076,56.21174622,30.18077622,0.022779835,24.39999962,22.45528793,40.53014864,0.041034322,15.19999981,23.42135811,43.59315442,0.021489565,118.4000015,7.088017941,24.92277457,0.048577799,99.80000305,26.90278816,27.17492155,0.094316433,64.59999847,8.522910118,64.80408753,0.108839195,56.40000153,7.499333382,22.74175062,0.031710799,1,0,0.067530966,0.033613179,66.40000153,25.16028595,57.49905037,0.05915541,145.8000031,24.41638947,70.41517754,0.071682383,61.79999924,9.410632133,54.18563997,0.034376944,1,0,2.505780347,0.920122871,1.799999952,1.166190386,14.06272894,0.079303741,1.200000048,0.748331487,7.179181929,0.087135936
167.8000031,42.17772293,54.69635611,0.018127009,56.40000153,10.01199245,17.53205797,0.005612702,62.79999924,41.95902634,26.36645963,0.016031079,71.19999695,55.99071503,75.54373499,0.122135789,62.79999924,3.310589314,26.22934161,0.065932653,171.3999939,30.31567383,62.54901863,0.021926696,93,3.033150196,15.55682816,0.025643588,1,0,0.276795031,0.143272031,27.39999962,29.99733353,55.55715942,0.037710402,82.59999847,25.31086731,68.78018219,0.010271522,58.40000153,10.87382126,26.9204472,0.057739394,0,0,0.047701863,0.128127087,31.39999962,23.63556671,50.73595849,0.10660553,88.40000153,10.13113976,48.34256716,0.109705644
48.79999924,29.10944748,47.77504439,0.026137145,51.59999847,25.40551186,54.53591808,0.075065707,30.60000038,25.1205101,45.56169949,0.065287684,57.59999847,45.54821396,55.01459185,0.182494112,58.20000076,12.78123665,20.91193691,0.126442476,72.80000305,62.24917603,74.98592015,0.124240935,113.1999969,15.1182003,19.75333416,0.103152448,1,0,5.211329948,0.099594059,51.20000076,43.35158539,56.8722408,0.123032435,25.20000076,20.40980148,35.87755894,0.127610471,41,32.93630219,65.86765762,0.119477751,0.400000006,0.489897966,2.099186589,0.088986677,16.20000076,26.48320389,42.39425529,0.182955622,68.80000305,4.489988804,20.66574171,0.362068396
3.400000095,1.624807596,19.03300578,0.201619194,0.800000012,0.748331547,9.504104046,0.320192408,2.400000095,2.244994402,6.102848885,0.164497841,97.40000153,11.46472836,43.16742362,0.573152716,116.5999985,30.38815498,41.44750619,0.523240691,1.600000024,1.624807715,3.855557391,0.150193042,48.79999924,11.30309677,28.74247729,0.53599042,58.20000076,11.42628574,35.91420314,0.387099916,2,2.607681036,5.416251032,0.175537382,3.599999905,2.416609049,6.349884393,0.171392024,1.200000048,1.166190386,6.437118084,0.166979456,0,0,4.536919901,0.168177817,0.600000024,0.800000012,18.76878656,0.235152467,1.399999976,1.019804001,19.84250787,0.534156966
46.79999924,23.95328712,33.32317184,0.110143958,55.20000076,18.66976166,24.84371014,0.145775807,2,1.095445156,22.5287205,0.11620581,120.1999969,18.78722954,54.17614079,0.277717596,96.40000153,30.96191216,28.20838923,0.263463223,13.80000019,23.1896553,61.67086542,0.178640213,116.4000015,5.571355343,17.92375983,0.360019199,2.599999905,2.416609049,2.379130435,0.086090012,15.60000038,25.23172569,49.3268323,0.16866597,23.79999924,42.6117363,48.04937474,0.119747874,11.19999981,15.53576469,32.90287371,0.181572318,0,0,1.326269151,0.162111364,32.40000153,17.89525032,39.75956202,0.15748733,64.40000153,7.914543629,15.95440228,0.040339871
60.79999924,71.08979797,69.48882283,0.392124642,28,30.75060844,40.10805566,0.402811099,53,45.32107544,33.74557166,0.332963613,0.600000024,0.489897937,16.36098105,0.151250343,25.39999962,24.20413208,32.47470168,0.582737373,108,87.12519836,54.9053553,0.476173279,61,47.60671997,39.85860688,0.476965066,1,0,0,1,30.39999962,26.40151405,47.43860605,0.23498235,35.20000076,27.32324982,52.8599199,0.28725827,48.59999847,36.22485352,49.85783063,0.46105153,0,0,7.945125728,0.858942601,146,36.81847382,46.67452686,0.44047002,147,47.63192368,33.9714591,0.600116575
1.600000024,0.489897966,18.32835611,0.335909594,1,0.632455528,9.512165631,0.48152287,0,0,4.984008282,0.185622864,3.599999905,2.576819897,33.35753209,0.623601938,16.20000076,24.42457581,28.2850352,0.637317484,0,0,4.736563147,0.215316761,13.39999962,21.84124565,26.89331677,0.743190147,76.40000153,30.87134552,31.92041408,0.73943518,0,0,4.511246377,0.191820147,0,0,2.305349896,0.212723817,1,0,4.374236025,0.211748853,16.20000076,26.45297623,9.473118012,0.21889969,0.200000003,0.400000006,23.99092353,0.287581263,0.200000003,0.400000006,44.18417669,0.539999693
30,23.486166,29.57816149,0.069887568,52.20000076,26.66383553,30.98828157,0.060270147,2,1.673320055,11.5060207,0.047710866,41,44.13615417,48.17564389,0.182904626,58.59999847,6.343500614,30.34250932,0.235634278,1,0.632455528,67.843147,0.076859694,111.4000015,10.9836235,15.58888613,0.094502276,2.599999905,4.223742008,8.867320911,0.073782512,20,33.02726364,51.23557764,0.082066143,2.200000048,1.720465064,55.28218634,0.052451983,2.400000095,2.870539904,50.1847205,0.081094042,1,0,0,1,13.19999981,21.41401291,38.44822631,0.146942472,71.19999695,7.194442272,47.30096059,0.334563178
72.59999847,59.17634583,58.72703106,0.039937145,49.20000076,25.70914078,29.23265424,0.136195514,66.40000153,53.02678299,45.51809524,0.115213144,98,47.53104019,61.12005797,0.233459513,94,14.60136986,25.43260455,0.326689054,70.19999695,3.429285765,30.67898137,0.2944179,74.59999847,24.53242683,42.73484886,0.380715814,0.200000003,0.400000036,5.942567288,0.508179812,42.20000076,33.71290588,40.12601242,0.090674233,90.19999695,37.40267563,54.52530021,0.106664274,77.59999847,24.16278267,40.48462112,0.188719846,1,0,0.864099379,0.115472715,57.40000153,49.78594208,46.16079196,0.16123635,63.40000153,8.867919922,22.37640618,0.082978283
37,28.72629547,58.49057803,0.055569096,34.59999847,27.22204971,32.83293146,0.071317702,2.799999952,3.124099731,16.27981007,0.040487722,38.20000076,43.12957001,37.22715937,0.174628804,73.40000153,68.25422668,38.01436003,0.197747524,41.59999847,49.00040817,57.06511974,0.078162037,77.40000153,55.57553482,19.25917424,0.133083502,2.400000095,2.416609287,19.28094963,0.117038815,43.79999924,50.96429825,39.96764657,0.06467374,85.40000153,98.54663849,65.42999174,0.056285184,32.40000153,35.00628662,30.92033031,0.061526815,0,0,0.581354253,0.2887982,63.20000076,38.69056702,49.14232295,0.150504796,74.59999847,9.22171402,43.60508242,0.334736995
24.20000076,40.16665268,35.08491329,0.16210315,6.400000095,8.404760361,27.24786953,0.244082299,0.800000012,0.400000006,6.428571429,0.167864171,91.40000153,45.27957153,43.03149463,0.383301995,73.40000153,10.17054558,32.35477291,0.424426476,0,0,6.025367465,0.200589106,98.80000305,11.8220129,29.12918249,0.473748078,59,13.34166431,26.44940545,0.553627154,0.200000003,0.400000006,5.297960363,0.172458171,0,0,3.436308836,0.147577085,0,0,5.501874484,0.170346652,1.600000024,0.489897966,6.959190751,0.525494972,1.200000048,0.979795873,40.30173993,0.148239124,1,0,65.49824481,0.256228991
66.80000305,6.615134239,29.50003313,0.031304584,61.20000076,8.518215179,29.44149896,0.054256262,1.600000024,1.019803882,18.38694824,0.056949437,140,21.00476074,64.96327122,0.098572021,60.59999847,5.74804306,31.83248033,0.159482487,25,44.54660416,92.22965631,0.063081621,99,10.75174427,19.67196687,0.04203591,0.200000003,0.400000036,3.713871636,0.035644198,46,23.93324089,48.95099793,0.082556514,24,44.00454712,58.88895238,0.062766033,10.39999962,15.35708332,57.5955942,0.096053479,1,0,0,1,56.40000153,19.35561943,61.19635428,0.091635588,92,8.19756031,42.30398608,0.359828952
98.19999695,17.34819984,42.39489657,0.046458288,65.80000305,5.418486595,17.74330071,0.023967881,18.60000038,25.85033989,19.79076758,0.046515884,83,40.64972305,33.3656881,0.16884045,82.59999847,26.39393806,32.47890499,0.161091045,73,56.74856567,57.25083612,0.095525852,113.5999985,10.40384483,15.32118585,0.086623302,10.19999981,14.56571293,16.9742351,0.071236829,32.79999924,26.26328278,52.821479,0.088419473,55.79999924,43.07389069,63.77322763,0.067899189,40.40000153,32.32707977,54.49571824,0.079004295,1,0,0,1,28.20000076,29.40340042,46.15324106,0.121921269,96.40000153,10.51855469,45.75448151,0.369224686
24.20000076,19.42575645,45.12384265,0.029143031,61.20000076,34.82757568,37.08700621,0.026794739,22,36.07214737,26.39572671,0.021229939,178,21.67948341,53.69197516,0.231870854,72.80000305,10.70327091,28.22897723,0.287620531,40.40000153,30.17018509,43.53185093,0.139307843,55.20000076,12.57616806,29.43585093,0.449939426,1,0,0.638144928,0.093255758,65.59999847,26.9785099,43.78180538,0.03883427,45.79999924,49.85739517,62.51399586,0.025459599,37.59999847,29.04203987,57.84853002,0.092460145,2.400000095,1.854723692,30.02512629,0.655108566,34,24.50306129,53.39202783,0.18968977,54.20000076,6.305553436,25.398457,0.384104898
27,28.29841042,48.4888476,0.087293944,64.19999695,7.194442272,34.27777365,0.088068811,1.399999976,0.489897937,6.782393988,0.050645858,138.1999969,26.74621391,40.57638218,0.192163806,87,28.86520386,31.53923779,0.247740772,3.799999952,2.785677671,34.82280028,0.126332704,115.8000031,10.08761597,27.45065444,0.268159338,0.800000012,0.400000006,14.67929312,0.069753342,59,50.41031647,50.87713778,0.085542526,3.200000048,2.856571436,52.11732111,0.108272299,0.800000012,1.166190386,34.32779223,0.155724878,1,0,0,1,8.399999619,7.031358242,29.23368832,0.158706933,61.59999847,7.964923382,27.84640768,0.510256169
36.20000076,25.17459106,38.54861284,0.067967071,64,10.25670528,22.4541118,0.00161086,0.800000012,0.400000006,4.786981366,0.025122196,133.8000031,9.867116928,65.50050518,0.101339812,74.40000153,18.62900925,26.14809938,0.168646804,38.20000076,45.56050873,74.52855487,0.105189632,99.59999847,3.498571157,14.32697308,0.073763285,1.399999976,0.489897937,4.222931677,0.044849144,72.40000153,37.87136078,74.78576398,0.13513456,40.20000076,45.71826935,56.01409524,0.094232761,13,14.38054276,40.22951553,0.147629311,1,0,0,1,37.40000153,37.35558701,58.45808111,0.18670034,120.5999985,5.04380846,35.6152391,0.267166445
103.5999985,27.25876045,38.83289979,0.290895362,72.80000305,24.33433914,20.25441183,0.17766092,0,0,12.87336389,0.245425253,116.4000015,7.70973444,24.4353937,0.179300485,114.5999985,13.8072443,28.718502,0.310062389,33.59999847,57.73248291,72.31533094,0.133498394,166.8000031,29.43738937,28.65213262,0.454532258,1,0,0.459317065,0.089226566,2.799999952,0.979795873,22.33501796,0.224579834,18.60000038,31.70867538,74.17585367,0.196548904,12.39999962,23.30321693,29.14475412,0.271040302,1,0,1.418539163,0.115041544,57.79999924,38.10196686,48.62953995,0.176205221,72,17.20465088,33.30243644,0.468808555
31,21.60555458,30.07949212,0.107463612,68.40000153,6.280127525,15.01263936,0.017520439,1,0,1.50746834,0.030356665,185.1999969,11.26765251,51.95277737,0.180094217,51.20000076,6.968500614,28.40107538,0.306158574,1.200000048,0.400000006,29.06046309,0.182729325,99.19999695,8.109253883,17.17048729,0.12589881,1,0,3.940286218,0.07932964,71.80000305,44.53044128,47.11027947,0.184346829,0.800000012,0.400000006,28.47304975,0.170177301,1,0,10.59222206,0.204953419,0,0,0.22720386,0.156243746,56.59999847,26.51490021,47.55326877,0.138135555,69.40000153,2.24499464,43.68190073,0.628665362
26,46.51881409,59.73850283,0.066571449,17.20000076,17.22091675,57.38739832,0.127003274,16.79999924,20.33125687,15.93382881,0.05034982,97.40000153,4.409081459,11.04697139,0.172206861,109.8000031,10.00799656,26.39502044,0.15472359,51.40000153,26.85218811,38.87846732,0.152602783,113.4000015,9.45727253,28.32690037,0.5031323,0,0,0.374573682,0.156134309,61.40000153,31.18076324,37.55856972,0.035960062,121.5999985,69.62355804,74.00293158,0.293278755,47.79999924,20.70169067,48.50389364,0.387342141,1,0,0,1,83,27.67670441,50.66184191,0.111879836,53.59999847,8.309030533,21.47510124,0.14701092
35,19.66723061,42.03788515,0.042947203,41.20000076,13.09045506,38.41649787,0.15629251,0,0,1.250078224,0.095423404,37.40000153,41.33569717,51.15490012,0.248812592,64.19999695,4.261455059,20.08913427,0.127970418,0.200000003,0.400000006,3.838669038,0.197306517,95.80000305,14.7431345,24.43044645,0.48504964,38.20000076,20.39019394,48.63503121,0.157513266,0,0,4.401412974,0.183664233,0,0,3.955996904,0.099113492,0,0,3.759111045,0.111281057,0,0,1.417996476,0.208960882,26.20000076,26.84324837,38.23606384,0.206857625,62.20000076,13.49666595,36.75561607,0.286085244
2.200000048,1.166190386,25.45712629,0.038949198,4.199999809,2.481934786,21.27521325,0.067036345,3.200000048,1.939071894,17.50807453,0.036389378,58.40000153,33.27220917,72.7044472,0.139310663,92,46.69475174,57.43612422,0.155536998,0.800000012,1.166190386,14.57008696,0.069706904,56,37.61914444,62.79794617,0.281953095,57.20000076,40.45441818,52.48637681,0.190531512,1.799999952,1.166190386,18.28371014,0.047389797,5,1.549193382,23.51315942,0.053353599,5,1.788854361,22.03845963,0.045293892,14,21.59629631,14.21862526,0.162933205,57.20000076,10.99818134,54.75457875,0.276911547,66.59999847,5.16139555,27.76678877,0.476650657
