AlOH_group_composition_grayscale_mean,AlOH_group_composition_grayscale_std,AlOH_group_composition_grayscale_dissimilarity,AlOH_group_composition_grayscale_correlation,AlOH_group_content_grayscale_mean,AlOH_group_content_grayscale_std,AlOH_group_content_grayscale_dissimilarity,AlOH_group_content_grayscale_correlation,FeOH_group_content_grayscale_mean,FeOH_group_content_grayscale_std,FeOH_group_content_grayscale_dissimilarity,FeOH_group_content_grayscale_correlation,Ferric_oxide_composition_grayscale_mean,Ferric_oxide_composition_grayscale_std,Ferric_oxide_composition_grayscale_dissimilarity,Ferric_oxide_composition_grayscale_correlation,Ferric_oxide_content_grayscale_mean,Ferric_oxide_content_grayscale_std,Ferric_oxide_content_grayscale_dissimilarity,Ferric_oxide_content_grayscale_correlation,Ferrous_iron_content_in_MgOH_grayscale_mean,Ferrous_iron_content_in_MgOH_grayscale_std,Ferrous_iron_content_in_MgOH_grayscale_dissimilarity,Ferrous_iron_content_in_MgOH_grayscale_correlation,Ferrous_iron_index_grayscale_mean,Ferrous_iron_index_grayscale_std,Ferrous_iron_index_grayscale_dissimilarity,Ferrous_iron_index_grayscale_correlation,Green_vegetation_content_grayscale_mean,Green_vegetation_content_grayscale_std,Green_vegetation_content_grayscale_dissimilarity,Green_vegetation_content_grayscale_correlation,Kaolin_group_index_grayscale_mean,Kaolin_group_index_grayscale_std,Kaolin_group_index_grayscale_dissimilarity,Kaolin_group_index_grayscale_correlation,MgOH_group_composition_grayscale_mean,MgOH_group_composition_grayscale_std,MgOH_group_composition_grayscale_dissimilarity,MgOH_group_composition_grayscale_correlation,MgOH_group_content_grayscale_mean,MgOH_group_content_grayscale_std,MgOH_group_content_grayscale_dissimilarity,MgOH_group_content_grayscale_correlation,Opaque_index_grayscale_mean,Opaque_index_grayscale_std,Opaque_index_grayscale_dissimilarity,Opaque_index_grayscale_correlation,Quartz_index_grayscale_mean,Quartz_index_grayscale_std,Quartz_index_grayscale_dissimilarity,Quartz_index_grayscale_correlation,Silica_index_grayscale_mean,Silica_index_grayscale_std,Silica_index_grayscale_dissimilarity,Silica_index_grayscale_correlation
1,0,0.31957554,0.045574009,0,0,0.635476279,0.086384101,0,0,2.639530947,0.133846932,1,0,4.461034725,0.519412454,1,0,5.085816921,0.509506396,1,0,0.250662703,0.062568693,0,0,0.239630043,0.112673954,0.200000003,0.400000006,25.63174367,0.745437304,0,0,3.048878979,0.188227095,0,0,1.451496759,0.09003165,0,0,1.933572815,0.067247989,1.600000024,0.489897937,12.96335109,0.260551296,0,0,3.742757734,0.064983349,1,0,2.078435822,0.027911235
0.400000006,0.489897966,0.952250383,0.029487045,1.200000048,1.166190386,0.784225088,0.057543122,0.800000012,0.400000036,0.851094314,0.041474352,2.200000048,2.481934786,40.22948471,0.358843812,12,12.75931072,39.08047198,0.410103702,1,0,0.4753306,0.174031488,0,0,0.301121486,0.221425758,76.40000153,19.68349648,38.61146518,0.410733486,0.200000003,0.400000006,0.859361362,0.045896009,0,0,0.779358727,0.034764059,0,0,0.79904649,0.053225187,1.600000024,1.743559599,5.688824663,0.197991064,0.400000006,0.489897966,4.860827471,0.023504552,1,0,1.00824446,0.09017451
1,0,0.528560221,0.020453483,1,0,0.730269623,0.031809668,1,0,0.855716586,0.015387504,2,1.095445156,31.5967381,0.466472166,2.400000095,2.0591259,27.59661423,0.526213637,1,0,0.644237995,0.121041992,1,0,0.152673521,0.501830804,125.4000015,47.31427002,30.74410174,0.496724154,0,0,0.904232214,0.015680654,0,0,0.855600974,0.014409156,0.800000012,0.400000006,0.84299104,0.01950259,0,0,9.653594285,0.267837535,2.400000095,1.496662855,5.556471306,0.036854036,1,0,2.251068376,0.076386739
1,0,0.292018663,0.007672887,1,0,0.385300797,0.029906637,0,0,0.766885503,0.091014734,61,29.25747681,29.49688261,0.572145695,51,26.85516739,24.46038234,0.5952378,1,0,0.290548743,0.127661746,0,0,0.711367108,0.590601749,72.59999847,9.562426567,24.11685866,0.587189869,0,0,0.859036294,0.103765584,0,0,0.605706264,0.013906526,0,0,0.563417152,0.021070366,2,0.89442718,9.217011437,0.151155596,0,0,9.869734432,0.209482221,0,0,5.842185592,0.356492834
1.799999952,1.46969378,0.973420286,0.041450685,0.400000006,0.800000012,0.726174596,0.095471437,0.600000024,0.489897937,1.579483886,0.121821691,47.20000076,22.58672142,33.84081814,0.411763858,72.59999847,39.72203445,39.68795185,0.431572911,1,0,0.667308927,0.159005942,0,0,0.956079245,0.474039624,39,39.06404877,35.27772837,0.404518147,2.799999952,1.939072013,1.745714145,0.122628212,1.399999976,1.019803882,1.527403126,0.109388963,1,0,1.26240469,0.103201459,0.400000006,0.489897966,7.597549528,0.15667751,0,0,4.311126374,0.0932801,0.800000012,0.400000036,4.354929792,0.159951407
0,0,0.880364389,0.084858312,0,0,0.702964803,0.112646864,0,0,3.375362319,0.12576486,0.200000003,0.400000006,19.63774741,0.517613817,0.800000012,0.400000036,22.21671222,0.522704592,0,0,0.796977226,0.23617034,0,0,0.816513458,0.514476476,133.3999939,10.38460445,42.10545756,0.459129896,0,0,3.657399586,0.125176749,0,0,1.947925466,0.051897822,0.800000012,0.400000006,2.441888199,0.12221551,29,22.16303253,11.28920911,0.395885708,0,0,4.620301036,0.043591251,0.800000012,0.400000006,1.767188564,0.018404947
4,3.741657495,0.578117258,0.028674792,2.400000095,3.382306814,0.653014038,0.078521283,0,0,1.513294798,0.032894172,51.79999924,7.413501263,36.44702725,0.483401323,91.80000305,27.1985302,35.26678778,0.540330918,1,0,0.5,0.084526782,7.800000191,7.277362347,1.623715937,0.221240306,4.400000095,3.498571157,35.83820809,0.562902028,0,0,1.49206441,0.040719484,0,0,1.515450041,0.033718835,0.200000003,0.400000006,1.334227911,0.035318449,0,0,6.440404624,0.131364684,1,0.632455528,7.175175857,0.040681394,0,0,3.709779896,0.039111119
1,0,0.207594203,0.02212915,1,0,0.278327122,0.071826102,0,0,0.68326294,0.03230976,1.799999952,1.939071894,33.80288199,0.409083181,0.800000012,1.600000024,30.19072464,0.424076835,0,0,0.409929607,0.19806482,0,0,1.164505176,0.205916482,78.19999695,17.67936707,29.958294,0.439225499,0,0,0.683362319,0.031092941,0,0,0.449358178,0.033461748,0,0,0.536455487,0.042954824,0,0,5.826724638,0.216665416,0.200000003,0.400000006,8.021596459,0.120002568,0.200000003,0.400000036,5.018315018,0.258844728
1,0,1.51821118,0.034109053,1,0,0.978509317,0.045145826,1,0,0.891834369,0.010692812,55,8.024961472,44.07237267,0.391791481,174.1999969,14.13364792,55.27909731,0.417944392,1,0,0.518923395,0.105586896,0,0,1.596124224,0.160608077,55,13.63818169,36.16342857,0.403934559,0,0,1.00352795,0.013076367,1,0,1.066459627,0.010130419,1,0,0.904389234,0.015046215,0,0,5.901838509,0.133984624,0,0,6.946810134,0.033870512,0,0,4.686355311,0.118167361
0,0,3.146251032,0.178009587,1,0,2.114104046,0.188350751,0,0,2.074582989,0.181745421,2.599999905,1.019803882,25.90261767,0.509706294,2.400000095,2.576819897,34.05062758,0.529983171,0,0,1.16699422,0.155083211,0,0,5.248505367,0.607363774,98.80000305,11.1964283,31.31938893,0.504532969,0,0,2.205904211,0.174838183,1,0,1.464830718,0.069282702,0,0,1.413914121,0.067112901,0.200000003,0.400000036,7.423682907,0.156821489,1.200000048,0.748331487,16.53800366,0.273343339,0.400000006,0.489897966,13.46222527,0.329151649
0,0,0.987354037,0.026009528,1,0,0.977242236,0.03853412,2.599999905,2.0591259,2.914724638,0.136006352,22,24.10808945,28.28799172,0.435734884,37.40000153,28.98689461,30.11975983,0.43836468,0,0,0.432720497,0.152590857,0,0,1.146691511,0.309380134,57.79999924,15.84171677,39.9428323,0.377385432,2.799999952,1.326649904,3.182906832,0.160552102,4,4.0496912,2.594161491,0.126992823,2.400000095,0.800000012,2.380405797,0.153100294,0.400000006,0.489897966,8.412952381,0.181920135,0,0,6.974501275,0.036158645,0.600000024,0.489897937,1.390130493,0.076161302
0.200000003,0.400000036,0.69328654,0.05112655,7.800000191,7.520638466,0.530478943,0.095806309,2.799999952,3.187475443,4.165763832,0.133675183,54.40000153,10.36532688,40.22730801,0.373126957,145.8000031,18.59462166,38.70458299,0.43219989,2.200000048,1.166190386,0.622295623,0.134914188,128.1999969,32.99333191,2.473327828,0.393325916,15.60000038,26.21144867,41.49090008,0.481166444,3.400000095,2.416609287,4.074805945,0.131347834,1.200000048,1.600000024,4.209727498,0.147745029,2.200000048,1.600000024,3.608703551,0.141465674,0,0,4.605639967,0.306481451,33,35.97220993,9.087745613,0.019033459,43,27.8711319,3.929053547,0.101582533
0,0,0.440405797,0.017316518,0.800000012,0.400000006,0.294343685,0.041138114,0,0,1.375246377,0.076491577,1,0,28.47367288,0.359197061,2,1.095445156,42.26726294,0.382730713,1,0,0.811519669,0.148745555,0,0,1.000256729,0.3107962,127,1.673320055,37.88201242,0.424405399,0,0,1.259652174,0.071453364,1,0,1.029126294,0.08926553,0,0,1.115809524,0.070693728,0.800000012,0.400000006,2.679900621,0.122787297,0.200000003,0.400000036,7.199909201,0.04606948,1,0,6.063105327,0.077888266
0,0,2.005465839,0.09377015,0,0,1.265921325,0.126335095,1,0.632455528,2.308728778,0.140864521,57.20000076,8.704022408,45.62857143,0.434306289,193.1999969,13.94847679,51.75587578,0.485081234,0.800000012,0.400000036,1.040513458,0.219259227,0.800000012,0.400000006,2.074981366,0.246905601,48.59999847,10.42305088,38.4804058,0.454156914,0.800000012,0.400000006,2.290981366,0.155765605,0.400000006,0.489897966,2.845200828,0.172055951,0.200000003,0.400000036,2.235917184,0.137238285,0.200000003,0.400000036,4.306559006,0.248432218,0.800000012,0.979795933,6.148456416,0.069928561,0,0,4.31688862,0.065441193
0,0,2.062568126,0.059340992,0,0,1.143815029,0.114868555,1,0,1.648513625,0.09561277,1,0.632455528,45.50242775,0.447212497,1.799999952,0.748331487,48.97340215,0.497390372,0,0,0.318051197,0.090755989,0,0,4.202923204,0.605507642,126.5999985,2.0591259,36.97669694,0.497038308,1,0,1.677018993,0.097981315,1,0,1.861742362,0.104742515,0,0,1.73073493,0.097426205,0.800000012,0.400000006,4.305317919,0.16289232,0.400000006,0.489897966,10.10388923,0.213662859,1,0,13.32097458,0.305885385
0,0,0.194681861,0.028046844,1,0,0.193319295,0.159274756,0.400000006,0.489897966,9.817333498,0.283073198,75.40000153,7.889233112,42.46491598,0.394050226,113,11.06345367,40.95269004,0.454174353,0.400000006,0.489897966,1.129063958,0.351772289,1,0,0.369907924,0.097096767,39.40000153,22.81753731,40.9452496,0.478278055,0.200000003,0.400000006,11.1051984,0.285550417,0.400000006,0.489897966,9.680151947,0.269996662,0.200000003,0.400000036,10.94363929,0.273194525,0.600000024,0.489897937,5.635377183,0.258715136,0.200000003,0.400000036,6.011624419,0.014655892,1,0,1.568171591,0.908261629
0,0,1.055217957,0.032364135,0,0,1.060405448,0.044900492,1,1.549193382,7.249098365,0.238896418,48.59999847,4.673328876,45.38007015,0.339308067,147,44.27188873,41.22463482,0.386197115,0,0,0.569125373,0.162666403,0,0,1.059310311,0.423000205,6.199999809,3.655133486,35.50867052,0.461016508,0.600000024,0.800000012,6.763293974,0.230450246,0.200000003,0.400000036,7.763153994,0.242772038,0.600000024,0.800000012,7.873087627,0.211258896,1,0,2.84147687,0.199482576,1.200000048,1.46969378,7.109644518,0.026338047,1,0,0.510274486,0.209448511
0.200000003,0.400000036,0.918312069,0.038745825,0,0,0.937891738,0.069750603,0,0,1.589132499,0.047615008,40,29.11357117,44.70571865,0.466531236,68.80000305,53.72671509,40.67169578,0.477840816,1,0,0.563615343,0.161204905,0,0,1.241512862,0.212007053,62.79999924,22.62211418,37.21414592,0.543762667,0,0,1.514240885,0.059604603,1,0,1.694958504,0.054385649,0,0,1.556265742,0.049746503,0,0,4.798703497,0.104574349,2,1.788854361,4.56908293,0.053742513,0,0,6.668432203,0.243216504
0,0,0.58819109,0.063022408,0,0,0.587497419,0.085206373,1,0,1.554688468,0.067906051,79,10.21763229,44.39824105,0.416505372,106.1999969,11.65160942,39.70382757,0.427313327,1,0,0.945860688,0.198932367,0,0,1.683149593,0.381210173,47.40000153,29.51338768,31.27665882,0.473921266,0,0,1.268417358,0.054786167,0.800000012,0.400000006,1.603509641,0.058085069,0,0,1.416747182,0.055171461,0,0,1.006201742,0.185038869,0,0,3.500832324,0.039325749,1,0,1.194915254,0.089156039
0,0,2.471279416,0.392558999,0,0,2.268802595,0.489733852,2,0,3.36754607,0.200611115,66.40000153,32.9095726,44.41839171,0.426650357,64.40000153,3.261901379,53.88560348,0.475012131,0,0,1.26564893,0.207998514,0.200000003,0.400000006,7.654974227,0.442151594,6.199999809,7.959899426,38.46792813,0.507483805,1,0,3.502025592,0.226005117,0.200000003,0.400000036,4.144319286,0.207081855,1,0,3.102465293,0.196734511,0.200000003,0.400000036,2.148543386,0.10886479,0.200000003,0.400000036,12.5438862,0.108550154,1,1.264911056,19.78003935,0.240320715
0,0,0.377772257,0.014563028,0.800000012,0.400000036,0.461913043,0.028915684,1.200000048,1.46969378,7.07615735,0.19542115,54.20000076,8.133879662,40.95126294,0.408620663,110.4000015,9.520503998,38.39890683,0.424486331,0,0,1.108654244,0.290841754,0,0,1.042766046,0.41461069,38.40000153,28.82082558,44.39907246,0.448803806,1,1.095445156,8.34679089,0.186002103,0.400000006,0.489897966,6.56473706,0.193585401,0,0,7.223047619,0.199636571,0,0,5.641225673,0.175842064,5.599999905,5.314132214,8.50239988,0.049992517,0,0,1.205939703,0.081546796
1,0,1.131734104,0.018102831,1,0,0.69087531,0.032253931,66.40000153,82.73959351,16.9511313,0.464995185,51.79999924,25.75577545,43.27470685,0.421508857,93.80000305,48.53205109,49.51322048,0.415694558,1,0.89442718,2.188001652,0.436843444,0,0,3.61059455,0.51569586,26.20000076,45.02621841,41.3857308,0.502945129,49.40000153,57.48599625,15.80585467,0.450967146,61.59999847,72.17922211,17.27845582,0.485883477,63,75.13720703,17.83864575,0.469107587,0.200000003,0.400000036,1.849174236,0.200191054,1,0,4.566521674,0.239966748,1,0,4.590145493,0.315688731
0,0,0.819552795,0.05398979,0,0,0.466219462,0.070957031,0,0,1.571668737,0.023836744,1.799999952,0.748331487,26.37743271,0.388476846,3.400000095,1.743559599,51.87223188,0.417783932,0,0,0.769987578,0.207749327,0,0,1.535859213,0.110786429,150,23.73183632,36.39950311,0.39604828,0,0,1.424339545,0.031152003,0,0,1.620016563,0.028889865,0,0,1.492438923,0.032390314,0.800000012,1.166190386,2.71573499,0.217216484,2.200000048,3.919183731,5.71526937,0.08045864,0.800000012,0.400000036,4.221019976,0.217216684
0.400000006,0.489897966,5.07405383,0.264574016,1,0,3.452389234,0.373503047,3.400000095,1.356465936,2.977598344,0.11100094,1.399999976,2.332380772,41.59173499,0.419866473,4.199999809,3.919183493,45.83804555,0.455457146,0,0,1.593217391,0.191896059,2.400000095,0.489897966,10.12742029,0.41255887,107.5999985,15.51257515,37.69894824,0.463953334,1.200000048,1.166190386,3.434418219,0.144379645,1.799999952,2.227105618,3.255229814,0.125356335,1,0.632455528,2.701068323,0.102691563,1,0,2.605118012,0.127483478,43.20000076,32.15213776,20.73380751,0.113424492,38.20000076,26.28611946,24.68326271,0.203033177
73.59999847,9.308060646,2.229463254,0.373098901,67.80000305,4.749736786,1.67909166,0.547390284,1.399999976,1.496662855,2.013781998,0.204735115,71.59999847,13.09350967,44.63820809,0.426092458,103.4000015,10.85541344,50.66447564,0.441389285,0.400000006,0.800000072,0.953666391,0.325873027,9.800000191,11.66876221,5.969554088,0.560715565,4,2,32.53507019,0.487362228,52.20000076,14.87817097,2.437712634,0.318096015,1.200000048,0.400000006,2.188034682,0.174748511,0.200000003,0.400000036,1.733344344,0.163039153,0,0,3.161478117,0.175297713,139.3999939,21.80458641,14.33550242,0.278809181,134.8000031,24.25201035,16.77723971,0.37768145
0,0,0.347867495,0.026994656,0,0,0.269374741,0.062905557,0,0,1.280356108,0.083490122,53.40000153,7.391887665,42.00571429,0.453733895,166.3999939,41.3260231,39.13315942,0.452259075,0,0,0.384811594,0.110736474,0,0,0.851826087,0.206739396,55.59999847,11.27120209,39.23578468,0.435481296,1,0.632455528,1.49052588,0.080093368,0.800000012,0.748331547,1.459701863,0.120706426,0,0,1.223122153,0.102991313,0,0,4.376016563,0.219213977,0.400000006,0.489897966,8.321283936,0.069719359,0,0,3.098920054,0.177803832
0.600000024,0.489897937,0.980850537,0.021414931,0,0,1.447613543,0.040769247,0,0,4.790900083,0.090056946,3.599999905,1.624807596,45.46367465,0.482216349,3.200000048,4.489988804,47.59619323,0.445404675,0,0,0.74877787,0.108775175,0,0,1.222559868,0.200053631,87,19.59591866,35.01142857,0.441786629,1,0,4.301833196,0.099041901,1,0,5.440834021,0.094166538,1,0,5.451824938,0.081806512,1,0,1.001527663,0.083811235,1,0,2.170166492,0.011051939,0,0,1.45320234,0.054637375
1,1.549193382,1.526161491,0.058675591,0.800000012,0.979795933,1.452248447,0.095951891,1.600000024,1.200000048,1.949383023,0.071280066,40,31.17691422,35.7103354,0.515114342,85.19999695,47.71331024,52.74245135,0.540949295,0.200000003,0.400000006,1.331188406,0.135817665,0,0,4.407378882,0.409274709,46.79999924,23.91150284,37.30565631,0.560723389,3.400000095,2.49799943,2.252645963,0.08260151,1.600000024,0.800000072,2.350012422,0.057702793,3.599999905,2.416609287,2.038517598,0.057068424,0,0,1.362343685,0.087633895,0.800000012,0.979795933,9.681976392,0.162487196,1.399999976,2.332380772,10.86251513,0.308409597
0,0,3.688521739,0.240011906,0.200000003,0.400000006,3.219271222,0.317921631,1.399999976,0.489897937,2.022641822,0.092867592,34.40000153,24.18759918,42.31569358,0.466166442,74.80000305,60.27072144,51.50279089,0.474316464,0.600000024,0.489897937,1.590898551,0.146442234,0.400000006,0.489897966,8.901043478,0.539857118,58,16.46815109,31.07322567,0.53745287,0.400000006,0.489897966,2.157532091,0.110515494,0.400000006,0.489897966,2.596082816,0.110863098,1,0,2.0433706,0.089891824,0,0,0.665548654,0.086343971,1.799999952,0.748331428,10.94506659,0.114111659,1.600000024,2.244994402,20.37537833,0.236190441
30.39999962,57.31177902,6.199033856,0.160242826,11.80000019,16.20370483,3.739884393,0.294666449,1.200000048,0.400000006,5.259099917,0.30872471,59.79999924,2.925747871,46.30203964,0.351322452,102.1999969,13.93413067,55.34801817,0.357773894,0,0,2.903311313,0.213025009,0.400000006,0.800000012,10.28307184,0.45473724,61,5.403702736,36.00879438,0.496991067,0.200000003,0.400000006,5.173971924,0.302655983,0,0,7.720718415,0.301408336,2.200000048,0.400000006,5.569009083,0.273217164,0.200000003,0.400000006,1.515706028,0.09970952,33.79999924,36.7172966,15.69075363,0.161136807,26.20000076,27.16173744,20.77451574,0.310374082
0,0,0.653825509,0.026876139,0.200000003,0.400000006,0.514951071,0.059385253,0,0,1.581799414,0.060677055,70.80000305,12.00666523,22.35141831,0.491080434,94,8.438009262,33.09533011,0.501515613,0,0,0.606598125,0.115406984,0,0,0.807126636,0.052802188,54.79999924,19.7017765,48.0258227,0.381525734,0,0,1.955588587,0.072180804,0.200000003,0.400000036,1.92733804,0.078493622,0,0,1.776497791,0.065784854,0,0,5.934076551,0.22589721,0.800000012,0.748331547,11.17903336,0.02669998,0,0,5.945919371,0.018652787
0,0,2.52917346,0.068421851,0,0,2.126895904,0.078211567,0,0,3.969459678,0.094348165,20.20000076,21.10355377,24.68259967,0.390930595,50,58.79115677,31.98997085,0.328126611,0,0,1.049174119,0.178436942,0,0,5.335927079,0.378933415,56.20000076,9.682974815,45.32392998,0.356043429,1,0,3.723449105,0.096160477,0,0,3.196235364,0.089112761,0.400000006,0.489897966,3.667490078,0.082034403,0,0,7.547667276,0.174425441,2.400000095,1.496662855,7.90613418,0.056230669,0,0,8.008849558,0.21589009
